cell_line	Cell cycle (TSG)	Cell cycle (merged)	Cell cycle (oncogene)	Chromatin SWI/SNF complex	Chromatin histone demethylases	Chromatin histone methyltransferases	Chromatin other	FGFR	Genome integrity	HR_CHRIS	HR_FULL	MAPK signaling (colm)	MAPK signaling merged)	MMR	Metabolism	Notch signaling (oncogene or TSG)	PI3K signaling (TSG)	PI3K signaling (merged)	PI3K signaling (oncogenes)	PRC2	RTK signaling	Splicing	TGF-_ signaling (TSG)	TOR signaling (TSG)	Transcription factor lineage dependency or oncogene	Transcription factor other	Translation/protein homeostasis/ubiquitination	Wnt/_-catenin signaling (TSG)
RPMI7951_SKIN	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
H526_LUNG	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KATOIII_STOMACH	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1
UACC62_SKIN	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0
HCC1937_BREAST	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0
LN18_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SF295_CENTRAL_NERVOUS_SYSTEM	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
CAL12T_LUNG	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUPT3_PANCREAS	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
SNU423_LIVER	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LS411N_LARGE_INTESTINE	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1
OSRC2_KIDNEY	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1
LNCAPCLONEFGC_PROSTATE	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1
SW48_LARGE_INTESTINE	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1
GCIY_STOMACH	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
H1437_LUNG	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
HCT116_LARGE_INTESTINE	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1
SW780_URINARY_TRACT	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TE15_OESOPHAGUS	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
SNU81_LARGE_INTESTINE	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1
HCC1419_BREAST	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
HCC1187_BREAST	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
639V_URINARY_TRACT	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
KS1_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0
IGROV1_OVARY	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNU387_LIVER	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H838_LUNG	1	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
SKNSH_AUTONOMIC_GANGLIA	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
H1623_LUNG	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
H1092_LUNG	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
HS683_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UACC893_BREAST	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0
H209_LUNG	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1
TCCSUP_URINARY_TRACT	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
H1838_LUNG	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HARA_LUNG	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0
H2009_LUNG	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
HT115_LARGE_INTESTINE	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1
COLO679_SKIN	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0
VMCUB1_URINARY_TRACT	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1
DU145_PROSTATE	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	1	1
H650_LUNG	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0
COLO792_SKIN	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
H520_LUNG	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0
KMRC1_KIDNEY	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMRC20_KIDNEY	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
COLO320_LARGE_INTESTINE	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1
KPNRTBM1_AUTONOMIC_GANGLIA	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0
HCC1599_BREAST	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0
T98G_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1
LS513_LARGE_INTESTINE	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
KYM1_SOFT_TISSUE	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMS114_LUNG	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
MSTO211H_PLEURA	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0
AN3CA_ENDOMETRIUM	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0
SNU5_STOMACH	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FU97_STOMACH	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
A673_BONE	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YH13_CENTRAL_NERVOUS_SYSTEM	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
DANG_PANCREAS	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H146_LUNG	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
JHOS2_OVARY	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1
SW1463_LARGE_INTESTINE	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1
SNU449_LIVER	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
LS1034_LARGE_INTESTINE	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A2780_OVARY	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CL34_LARGE_INTESTINE	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1
SNGM_ENDOMETRIUM	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1
SKMEL5_SKIN	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0
EFM192A_BREAST	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1
DMS53_LUNG	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PATU8988T_PANCREAS	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
CHL1_SKIN	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KP4_PANCREAS	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
EFM19_BREAST	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0
HCC44_LUNG	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SKNFI_AUTONOMIC_GANGLIA	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
EFO27_OVARY	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0
CALU3_LUNG	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0
EPLC272H_LUNG	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IM95_STOMACH	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0
HUPT4_PANCREAS	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H596_LUNG	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0
OAW28_OVARY	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1	0	1
UMUC3_URINARY_TRACT	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
GI1_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RT4_URINARY_TRACT	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SKMEL1_SKIN	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KYSE270_OESOPHAGUS	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0
PANC1005_PANCREAS	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
CAL148_BREAST	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
IALM_LUNG	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0
TGBC11TKB_STOMACH	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	0	1	1
IGR1_SKIN	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0
GAMG_CENTRAL_NERVOUS_SYSTEM	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0
SCC9_UPPER_AERODIGESTIVE_TRACT	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LXF289_LUNG	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOVO_LARGE_INTESTINE	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1
SCC15_UPPER_AERODIGESTIVE_TRACT	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0
CAS1_CENTRAL_NERVOUS_SYSTEM	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0
RT112_URINARY_TRACT	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
H69_LUNG	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
COLO678_LARGE_INTESTINE	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
HUH1_LIVER	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0
8505C_THYROID	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ESS1_ENDOMETRIUM	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1
MHHNB11_AUTONOMIC_GANGLIA	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LS180_LARGE_INTESTINE	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SKMES1_LUNG	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
H2085_LUNG	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1
EVSAT_BREAST	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1
VMRCRCZ_KIDNEY	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERFGC1B_STOMACH	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
AM38_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CORL279_LUNG	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
MFE280_ENDOMETRIUM	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1
ISTMES1_PLEURA	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HCC827_LUNG	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
TT_THYROID	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
2313287_STOMACH	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SJRH30_SOFT_TISSUE	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDAMB175VII_BREAST	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHP212_AUTONOMIC_GANGLIA	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2058_SKIN	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0
DMS79_LUNG	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
H1436_LUNG	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
HS940T_SKIN	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUOV1_OVARY	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0
5637_URINARY_TRACT	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
H522_LUNG	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0
SW1710_URINARY_TRACT	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0
H524_LUNG	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
HT55_LARGE_INTESTINE	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
RERFLCKJ_LUNG	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KYSE410_OESOPHAGUS	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
HDQP1_BREAST	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
H1694_LUNG	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HCC2157_BREAST	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
SW1990_PANCREAS	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1
H2227_LUNG	1	1	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
BICR31_UPPER_AERODIGESTIVE_TRACT	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0
CGTHW1_THYROID	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
COLO800_SKIN	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GMS10_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
HCC366_LUNG	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0
