marker	target	nA	nB	sensitive.threshold	med.grpA	med.grpB	med.grpA-med.grpB	count.grpA.sens	count.grpB.sens	percent.grpA.sens	percent.grpB.sens	min.grpA	min.grpB	spearman.r	spearman.p	wilcox.p	mptest.p
CERVICAL	CMPK1_ENSG00000162368	4	113	-1.94	-0.61	-0.165	-0.445	0	1	0	0.884955752212389	-1.29	-2.12	-0.187669254716056	0.021830459826074	0.0224835200336891	NA
CERVICAL	UCK2_ENSG00000143179	4	113	-2.335	0.175	-0.21	0.385	0	2	0	1.76991150442478	-0.16	-4.95	0.129522899917284	0.918013460882278	0.919617653477243	NA
CERVICAL	UCKL1_ENSG00000198276	4	113	-0.905	0.025	0.59	-0.565	0	5	0	4.42477876106195	-0.4	-1.06	-0.146239641601218	0.0578234218720196	0.0584932217879619	NA
CERVICAL	VRK1_ENSG00000100749	4	113	-1.985	-0.175	0.08	-0.255	0	4	0	3.53982300884956	-1.14	-3.84	-0.0661560283434081	0.239261305107829	0.240398273501315	NA
CERVICAL	VRK2_ENSG00000028116	4	113	-2.08	-0.515	0.08	-0.595	0	2	0	1.76991150442478	-1.12	-2.57	-0.145541626367004	0.0587070757154084	0.0593762614002917	NA
CERVICAL	VRK3_ENSG00000105053	4	113	-1.27	0.19	0.58	-0.39	0	1	0	0.884955752212389	-0.4	-1.31	-0.118384249984574	0.101820126381592	0.102481640183933	NA
CERVICAL	WEE1_ENSG00000166483	4	113	-10.075	-2.965	-3.49	0.525	0	5	0	4.42477876106195	-4.51	-21.55	0.0299431856403217	0.625697570343354	0.629299237666955	NA
CERVICAL	WNK4_ENSG00000126562	4	113	-2.175	0.54	0	0.54	0	5	0	4.42477876106195	0.06	-3.79	0.167207144191281	0.963595453388859	0.96412196741542	NA
CERVICAL	XYLB_ENSG00000093217	4	113	-1.8475	0.18	0.49	-0.31	0	1	0	0.884955752212389	-0.36	-3.03	-0.0836361718494556	0.187093367914425	0.187981907551768	NA
CERVICAL	YES1_ENSG00000176105	4	113	-2.025	0.395	-0.09	0.485	0	3	0	2.65486725663717	-1.24	-2.97	0.109330927098726	0.879686087538524	0.88199726918762	NA
CERVICAL	MLTK_ENSG00000091436	4	113	-0.74	0.34	0.67	-0.33	0	4	0	3.53982300884956	-0.16	-1.19	-0.139284721530293	0.0671017545698804	0.0677655074704418	NA
CERVICAL	ZAP70_ENSG00000115085	4	113	-3.195	-1.075	-0.68	-0.395	0	1	0	0.884955752212389	-1.56	-3.59	-0.130917090803673	0.0797219899898606	0.0803799944257528	NA
HEADNECK	AAK1_ENSG00000115977	5	112	-3.325	-0.08	-0.78	0.7	0	5	0	4.46428571428571	-1.48	-4.52	0.177055362978284	0.971914134623293	0.972169659872831	NA
HEADNECK	AATK_ENSG00000181409	5	112	-3.205	0.13	-0.19	0.32	0	3	0	2.67857142857143	-0.23	-4.18	0.131843835659782	0.920846737172816	0.922292923146706	NA
HEADNECK	ABL1_ENSG00000097007	5	112	-1.965	-1.2	0	-1.2	1	0	20	0	-2.73	-1.59	-0.178307973854098	0.0272129435749557	0.0278294233714488	NA
HEADNECK	ABL2_ENSG00000143322	5	112	-2.195	0.58	0.045	0.535	0	1	0	0.892857142857143	0.24	-2.26	0.210216504227	0.988544289926282	0.988421650188711	NA
HEADNECK	ACVR1_ENSG00000115170	5	112	-1.78	0.41	0.035	0.375	0	5	0	4.46428571428571	-0.32	-3.25	0.0800802273594885	0.804630933963422	0.807638960319922	NA
HEADNECK	ACVR1B_ENSG00000135503	5	112	-1.215	0.83	0.26	0.57	0	4	0	3.57142857142857	0.47	-1.7	0.242750920430361	0.995819451288432	0.995619547097423	NA
HEADNECK	ACVR1C_ENSG00000123612	5	112	-1.19	-0.05	0.435	-0.485	0	0	0	0	-0.35	-1.08	-0.0763307567865345	0.20668629810729	0.20743061178946	NA
HEADNECK	ACVR2A_ENSG00000121989	5	112	-1.245	0.59	0.545	0.0449999999999999	0	5	0	4.46428571428571	0.03	-4.82	0.0782062773339999	0.799021848438225	0.802072108345914	NA
HEADNECK	ACVR2B_ENSG00000114739	5	112	-2.94	-0.01	0.075	-0.085	0	5	0	4.46428571428571	-1.7	-4.66	-0.0362869648506731	0.348853608987238	0.350458001566958	NA
HEADNECK	ACVRL1_ENSG00000139567	5	112	-2.25	-0.06	-0.025	-0.035	0	3	0	2.67857142857143	-0.42	-3.05	0.018638122397242	0.575559470964758	0.578974871231624	NA
HEADNECK	ADCK1_ENSG00000063761	5	112	-1.17	-0.88	0.25	-1.13	2	5	40	4.46428571428571	-1.99	-2.1	-0.112613874588983	0.113355127660573	0.113879775680508	NA
HEADNECK	ADCK2_ENSG00000133597	5	112	-2.505	-0.51	-0.435	-0.075	0	6	0	5.35714285714286	-1.25	-6.45	-0.0613107349151391	0.255694995239266	0.256685193229487	NA
HEADNECK	ADCK4_ENSG00000123815	5	112	-1.17	-0.11	0.555	-0.665	0	5	0	4.46428571428571	-0.56	-3.02	-0.171423342429897	0.032299487479999	0.0329173393869047	NA
HEADNECK	ADCK5_ENSG00000261694	5	112	-2.215	-0.4	-0.01	-0.39	0	0	0	0	-1.71	-2.16	-0.121067206631975	0.0977325563486855	0.0982645255069273	NA
HEADNECK	ADK_ENSG00000156110	5	112	-1.43	1.38	0.295	1.085	0	1	0	0.892857142857143	0.79	-1.56	0.301557190655594	0.999523566092994	0.999432256436324	NA
HEADNECK	ADPGK_ENSG00000159322	5	112	-2.305	-0.42	-0.42	0	0	7	0	6.25	-0.9	-3.57	0.0262766199652789	0.610729949795997	0.613994772672541	NA
HEADNECK	ADRBK1_ENSG00000173020	5	112	-3.805	-1.45	-0.875	-0.575	0	0	0	0	-2.46	-3.38	-0.0375370440008042	0.343912841188558	0.345481613681152	NA
HEADNECK	ADRBK2_ENSG00000100077	5	112	-0.11	1.13	0.87	0.26	0	3	0	2.67857142857143	0.52	-1.89	0.117624004119492	0.896710330444778	0.898595240666034	NA
HEADNECK	MAGI2_ENSG00000187391	5	112	-2.385	-1.11	-0.2	-0.91	0	0	0	0	-1.9	-2.17	-0.287797482984449	0.000826380774400222	0.00099093658322776	NA
HEADNECK	AK1_ENSG00000106992	5	112	-2.32	-0.13	-0.07	-0.06	0	0	0	0	-1.15	-2.23	-0.00437940384259018	0.481311561068604	0.483875399362279	NA
HEADNECK	RP4.592A1.2_ENSG00000185839	5	112	-2.49	0.11	-0.035	0.145	0	2	0	1.78571428571429	-0.69	-5.86	0.0963461625508431	0.849282320432451	0.851854005587584	NA
HEADNECK	AK4_ENSG00000162433	5	112	-1.725	-0.8	0.085	-0.885	1	3	20	2.67857142857143	-2.17	-2.39	-0.172672666757509	0.031322915200458	0.0319409397939529	NA
HEADNECK	AK3_ENSG00000147853	5	112	-1.62	0.1	0.19	-0.09	0	1	0	0.892857142857143	-1.27	-3.07	-0.0893749078270637	0.170020648936758	0.170639370615044	NA
HEADNECK	AK5_ENSG00000154027	5	112	-1.025	0.36	0.4	-0.04	0	5	0	4.46428571428571	0.29	-1.4	-0.0400405637566155	0.334097423481695	0.335596305399316	NA
HEADNECK	AK7_ENSG00000140057	5	112	-2.08	0.26	0.245	0.015	0	3	0	2.67857142857143	-0.78	-2.53	0.0563063043774487	0.72674078467932	0.73011989873062	NA
HEADNECK	AKT1_ENSG00000142208	5	112	-2.325	-0.07	-0.07	0	0	5	0	4.46428571428571	-0.46	-4.07	0.0344091503828174	0.64367704190999	0.647038051970863	NA
HEADNECK	AKT2_ENSG00000105221	5	112	-3.765	0.26	-0.685	0.945	0	1	0	0.892857142857143	-3.6	-3.85	0.103230738828588	0.865979361333861	0.86833764006402	NA
HEADNECK	AKT3_ENSG00000117020	5	112	-3.24125	0.54	-0.61	1.15	0	1	0	0.892857142857143	-0.36	-3.3	0.250374589631572	0.996643246501469	0.996446257497643	NA
HEADNECK	ALK_ENSG00000171094	5	112	-1.89125	-0.49	-0.15	-0.34	0	1	0	0.892857142857143	-1.07	-2.16	-0.114094311059242	0.111324919902367	0.111853896256032	NA
HEADNECK	STRADB_ENSG00000082146	5	112	-2.72	-1.43	-0.535	-0.895	0	5	0	4.46428571428571	-2.62	-4.11	-0.130130613247382	0.0809936342348451	0.081536363393986	NA
HEADNECK	CDK15_ENSG00000138395	5	112	-1.31	0.21	0.48	-0.27	0	2	0	1.78571428571429	-0.81	-2.09	-0.0982228518371721	0.146036332957605	0.146593859349874	NA
HEADNECK	AMHR2_ENSG00000135409	5	112	-2.28	-0.37	-0.16	-0.21	0	2	0	1.78571428571429	-1.31	-3.07	-0.0951000804698395	0.153879876283821	0.154452903227797	NA
HEADNECK	ANKK1_ENSG00000170209	5	112	-1.34875	0.15	0.15	0	0	4	0	3.57142857142857	-0.29	-3.84	0.0164806695462989	0.569692705061526	0.57281008989218	NA
HEADNECK	RIPK4_ENSG00000183421	5	112	-1.7	-0.49	0.105	-0.595	0	0	0	0	-1.54	-1.63	-0.145147043617731	0.0592112061602894	0.0597894868214379	NA
HEADNECK	ARAF_ENSG00000078061	5	112	-1.1	0.34	0.705	-0.365	0	2	0	1.78571428571429	-0.56	-1.43	-0.090718091960857	0.165341707183052	0.165942164746372	NA
HEADNECK	NUAK1_ENSG00000074590	5	112	-0.85	1.13	0.705	0.425	0	4	0	3.57142857142857	0.15	-1.59	0.145778139695886	0.941593503011141	0.942581197831893	NA
HEADNECK	DBF4_ENSG00000006634	5	112	-1.18	-0.15	0.57	-0.72	0	2	0	1.78571428571429	-0.88	-3.43	-0.168923027174053	0.0343284070113415	0.0349453548020421	NA
HEADNECK	ATM_ENSG00000149311	5	112	-2.425	-1.19	-0.44	-0.75	2	3	40	2.67857142857143	-3.45	-6.33	-0.206460704052771	0.0127627165498923	0.013314569802411	NA
HEADNECK	ATR_ENSG00000175054	5	112	-2.73	-0.77	-0.46	-0.31	0	4	0	3.57142857142857	-1.3	-5.61	0.00625654907473428	0.526688837357334	0.529543983718507	NA
HEADNECK	AURKA_ENSG00000087586	5	112	-10.25	-4.13	-3.43	-0.7	0	7	0	6.25	-6.7	-23.44	-0.0769496428274399	0.204792327969358	0.205528481592834	NA
HEADNECK	AURKB_ENSG00000178999	5	112	-5.47625	-0.61	-1.36	0.75	0	3	0	2.67857142857143	-2.81	-11.81	0.0868366117085005	0.823006295359989	0.825881940803634	NA
HEADNECK	AURKC_ENSG00000105146	5	112	-3.935	-0.83	-0.38	-0.45	0	1	0	0.892857142857143	-1.52	-4.08	-0.0731972358015681	0.216431664992844	0.21721889101895	NA
HEADNECK	AXL_ENSG00000167601	5	112	-0.91	0.96	0.515	0.445	0	5	0	4.46428571428571	0.78	-2.49	0.202719026716571	0.9858106592982	0.985741125753723	NA
HEADNECK	MAGI1_ENSG00000151276	5	112	-2.145	-0.14	-0.275	0.135	0	4	0	3.57142857142857	-1.18	-5.88	-0.0225227327227343	0.404763798168912	0.406778802706417	NA
HEADNECK	BCKDK_ENSG00000103507	5	112	-3.29875	-0.26	-0.33	0.07	0	4	0	3.57142857142857	-0.73	-6.62	0.048172412754872	0.696203482673728	0.699648153009647	NA
HEADNECK	BCR_ENSG00000186716	5	112	-4.34	-1.16	-1.395	0.235	0	4	0	3.57142857142857	-3.34	-7.22	0.0175176481883737	0.574350913230927	0.57746364931664	NA
HEADNECK	BLK_ENSG00000136573	5	112	-1.45625	0.93	0.36	0.57	0	1	0	0.892857142857143	-0.53	-1.63	0.0950816997616077	0.84501222378472	0.847656758004464	NA
HEADNECK	BMP2K_ENSG00000138756	5	112	-1.175	0.73	0.45	0.28	0	4	0	3.57142857142857	-0.35	-2.31	0.103230158626915	0.86597800924684	0.86833629837899	NA
HEADNECK	BMPR1A_ENSG00000107779	5	112	-2.3025	0.03	-0.115	0.145	0	3	0	2.67857142857143	-0.07	-3.47	0.0738616211761558	0.783625767764274	0.786833972172708	NA
HEADNECK	BMPR1B_ENSG00000138696	5	112	-0.855	0.67	0.47	0.2	0	4	0	3.57142857142857	0.13	-1.72	0.110743823482228	0.882716530332948	0.884830520002656	NA
HEADNECK	BMPR2_ENSG00000204217	5	112	-1.44	0.2	0.14	0.06	0	2	0	1.78571428571429	-0.22	-2.32	0.0337844788449989	0.641180021881139	0.644535352603563	NA
HEADNECK	BMX_ENSG00000102010	5	112	-1.1075	0.3	0.45	-0.15	0	3	0	2.67857142857143	0	-2.76	-0.0824044566245481	0.189589920785431	0.190272722123356	NA
HEADNECK	BRAF_ENSG00000157764	5	112	-4.34	-0.85	-1.365	0.515	0	5	0	4.46428571428571	-1.83	-17.29	0.127628101454163	0.91485957442083	0.91641200005583	NA
HEADNECK	BRD2_ENSG00000236227	5	112	-1.79125	0.05	0.34	-0.29	0	5	0	4.46428571428571	-0.74	-5.3	-0.098248067828731	0.147032582168886	0.14759688975858	NA
HEADNECK	BRD3_ENSG00000169925	5	112	-1.69	-0.01	0.37	-0.38	0	4	0	3.57142857142857	-0.67	-2.78	-0.0362878486574531	0.348850106792055	0.350454534926865	NA
HEADNECK	BRD4_ENSG00000141867	5	112	-4.285	-2.1	-1.205	-0.895	0	2	0	1.78571428571429	-4.09	-6.08	-0.178927246793161	0.02678970637503	0.0274057608506608	NA
HEADNECK	BRDT_ENSG00000137948	5	112	-1.09125	1.59	0.54	1.05	0	6	0	5.35714285714286	1.07	-5.51	0.309965149464013	0.9996454937238	0.999567021416678	NA
HEADNECK	BTK_ENSG00000010671	5	112	-4.025	-0.33	-0.895	0.565	0	1	0	0.892857142857143	-1.3	-4.56	0.11761607120252	0.896694916548138	0.898580011321823	NA
HEADNECK	BUB1_ENSG00000169679	5	112	-2.42	-0.15	-0.15	2.77555756156289e-17	0	2	0	1.78571428571429	-1.96	-4.91	-0.0788282354224545	0.199106030274329	0.199818997520582	NA
HEADNECK	BUB1B_ENSG00000156970	5	112	-5.1925	-1.99	-1.14	-0.85	1	5	20	4.46428571428571	-7.39	-12.51	-0.089372159024571	0.170028105017223	0.17064679506362	NA
HEADNECK	PSTK_ENSG00000179988	5	112	-2.56	0.07	-0.28	0.35	0	0	0	0	-1.84	-1.98	0.0200202818783077	0.584823509465562	0.587984467168299	NA
HEADNECK	TSSK4_ENSG00000139908	5	112	-1.175	-0.39	0.24	-0.63	0	4	0	3.57142857142857	-0.54	-1.53	-0.143904942658676	0.0608200401157974	0.06139537907989	NA
HEADNECK	LMBR1_ENSG00000105983	5	112	-1.155	1.09	0.58	0.51	0	2	0	1.78571428571429	0.33	-2.74	0.203956239533381	0.986296689689259	0.986217215745766	NA
HEADNECK	IPPK_ENSG00000127080	5	112	-3.01	0.35	-0.305	0.655	0	2	0	1.78571428571429	-0.6	-3.79	0.110111550330693	0.881367064490771	0.883501850618303	NA
HEADNECK	C9orf96_ENSG00000260489	5	112	-3.305	-0.33	-0.65	0.32	0	2	0	1.78571428571429	-0.68	-6.13	0.118244125271522	0.897910150011509	0.899774278356103	NA
HEADNECK	CALM1_ENSG00000198668	5	112	-1.64625	0.5	0.07	0.43	0	2	0	1.78571428571429	-1.08	-3.2	0.0234532605081946	0.598666943755778	0.601914513219496	NA
HEADNECK	CALM2_ENSG00000143933	5	112	-3.63	-0.19	-0.93	0.74	0	3	0	2.67857142857143	-0.99	-4.6	0.185716614143257	0.977031234994407	0.977162588120424	NA
HEADNECK	CALM3_ENSG00000160014	5	112	-2.785	-0.98	-0.755	-0.225	0	5	0	4.46428571428571	-2.02	-3.83	0.0162662352358566	0.569094252946377	0.572181521366821	NA
HEADNECK	CAMK1_ENSG00000134072	5	112	-3.23	-0.92	-0.62	-0.3	0	6	0	5.35714285714286	-1.81	-7.38	-0.0569318233254982	0.271031971704989	0.272112527816263	NA
HEADNECK	CAMK1D_ENSG00000183049	5	112	-1.275	0.56	0.34	0.22	0	5	0	4.46428571428571	-0.32	-2.7	0.0600607331141244	0.739972983016375	0.743319146724201	NA
HEADNECK	CAMK1G_ENSG00000008118	5	112	-0.955	0.83	0.53	0.3	0	1	0	0.892857142857143	0.5	-1.03	0.134513536930967	0.925903670518226	0.927233659433798	NA
HEADNECK	CAMK2A_ENSG00000070808	5	112	-1.37	0.51	0.225	0.285	0	4	0	3.57142857142857	-0.86	-2.62	0.0706975475281161	0.775609525263809	0.778808168392756	NA
HEADNECK	CAMK2B_ENSG00000058404	5	112	-3.345	0.3	-0.42	0.72	0	1	0	0.892857142857143	-1.57	-5.87	0.0507082902663565	0.705600895507415	0.709040270398796	NA
HEADNECK	CAMK2D_ENSG00000145349	5	112	-0.96	0.48	0.49	-0.01	0	6	0	5.35714285714286	-0.26	-2.27	-0.00187690494238608	0.491988232371714	0.494623781221446	NA
HEADNECK	CAMK2G_ENSG00000148660	5	112	-1.22	0.68	0.235	0.445	0	4	0	3.57142857142857	0.12	-6.65	0.160171557582373	0.957743012430341	0.958348896731956	NA
HEADNECK	CAMK2N1_ENSG00000162545	5	112	-4.55	-0.8	-1.185	0.385	0	0	0	0	-2.15	-4.43	0.0125123714403885	0.553256843719211	0.55626271070992	NA
HEADNECK	CAMK4_ENSG00000152495	5	112	-1.6325	0.41	0.1	0.31	0	3	0	2.67857142857143	-1.16	-2.9	0.0450042131852098	0.684281106026229	0.687725628027052	NA
HEADNECK	CAMKK1_ENSG00000004660	5	112	-0.8425	0.555	0.7275	-0.1725	0	1	0	0.892857142857143	0.2	-1.075	-0.0563064098621404	0.273258838975407	0.274352965140699	NA
HEADNECK	CAMKK2_ENSG00000110931	5	112	-0.945	1.35	0.62	0.73	0	0	0	0	0.05	-0.86	0.208338400181333	0.98790581366155	0.987794925943744	NA
HEADNECK	SHPK_ENSG00000262304	5	112	-2.72	-1.05	-0.35	-0.7	0	1	0	0.892857142857143	-2.64	-2.73	-0.170172395965616	0.0333020306985322	0.0339195193246629	NA
HEADNECK	CASK_ENSG00000147044	5	112	-2.04	0	0.02	-0.02	0	1	0	0.892857142857143	-0.88	-2.4	0.0150153239311106	0.563827598692194	0.566888634906352	NA
HEADNECK	CDK20_ENSG00000156345	5	112	-3.45	-1.13	-0.745	-0.385	0	1	0	0.892857142857143	-1.88	-3.8	-0.0563057769628828	0.273261097019114	0.274355211747491	NA
HEADNECK	CDADC1_ENSG00000102543	5	112	-3.18	-0.08	-0.48	0.4	0	2	0	1.78571428571429	-1.53	-3.82	0.0175175497348881	0.574350500169116	0.577463219465122	NA
HEADNECK	CDK1_ENSG00000170312	5	112	-4.825	-1.9	-1.345	-0.555	0	9	0	8.03571428571429	-3.97	-13.77	-0.0356603922149199	0.351339664128265	0.352961948029137	NA
HEADNECK	CDK11B_ENSG00000248333	5	112	-4.77	-0.97	-1.085	0.115	1	6	20	5.35714285714286	-5.28	-22.15	-0.0243998556754526	0.39699612751289	0.398953733399095	NA
HEADNECK	CDK11A_ENSG00000008128	5	112	-9.86	-4.66	-3.045	-1.615	1	9	20	8.03571428571429	-12.49	-26.35	-0.113234416017121	0.112072285399999	0.112596643362009	NA
HEADNECK	CDK13_ENSG00000065883	5	112	-1.46875	-0.14	0.31	-0.45	1	2	20	1.78571428571429	-2.75	-1.92	-0.0608514689820037	0.258203301343678	0.259216811273702	NA
HEADNECK	CDC42BPA_ENSG00000143776	5	112	-3.63	-0.87	-0.865	-0.005	0	4	0	3.57142857142857	-1.65	-5.16	0.0506753891342376	0.706297997857741	0.709706946035128	NA
HEADNECK	CDC42BPB_ENSG00000198752	5	112	-0.99	0.36	0.395	-0.035	0	5	0	4.46428571428571	0.22	-1.87	0.0181441622900804	0.576977805058372	0.580103076768093	NA
HEADNECK	CDC7_ENSG00000097046	5	112	-2.045	-0.4	0.105	-0.505	0	3	0	2.67857142857143	-1.96	-3.56	-0.125126292904079	0.0894409429173147	0.0899743243453106	NA
HEADNECK	CDK10_ENSG00000185324	5	112	-3.01	-0.72	-0.385	-0.335	0	3	0	2.67857142857143	-1.7	-4.58	-0.0218973473995363	0.407360097438486	0.409394307973771	NA
HEADNECK	CDK19_ENSG00000155111	5	112	-2.645	-0.07	-0.275	0.205	0	0	0	0	-1.35	-2.34	0.0331580327857969	0.638669914397492	0.642019137142808	NA
HEADNECK	CDK2_ENSG00000123374	5	112	-0.69625	0.43	0.7	-0.27	0	7	0	6.25	0.38	-1.4	-0.0393007381113858	0.337659301787857	0.33919693682948	NA
HEADNECK	CDK3_ENSG00000250506	5	112	-1.59	-0.96	-0.17	-0.79	1	8	20	7.14285714285714	-1.71	-2.58	-0.185191770796001	0.022805562951861	0.0234148059111069	NA
HEADNECK	CDK4_ENSG00000135446	5	112	-3.085	-0.92	-0.345	-0.575	0	6	0	5.35714285714286	-2.6	-8.35	-0.0813302620017423	0.191680212609274	0.192364601665764	NA
HEADNECK	CDK5_ENSG00000164885	5	112	-2.13	0.38	-0.015	0.395	0	0	0	0	-0.37	-2.04	0.0732020356248107	0.783583460494436	0.786736466407737	NA
HEADNECK	CDK5R1_ENSG00000176749	5	112	-2.435	-0.81	-0.405	-0.405	0	5	0	4.46428571428571	-0.9	-11.54	-0.128252768322422	0.0840909076196036	0.0846298505468645	NA
HEADNECK	CDK5R2_ENSG00000171450	5	112	-3.055	-0.71	-0.4	-0.31	1	3	20	2.67857142857143	-3.73	-3.56	-0.110108249859717	0.118640008020184	0.119166426316733	NA
HEADNECK	CDK6_ENSG00000105810	5	112	-1.565	0.22	-0.02	0.24	0	8	0	7.14285714285714	-0.37	-9.77	0.0750738067225345	0.789435717278992	0.792551905748338	NA
HEADNECK	CDK7_ENSG00000134058	5	112	-1.095	0.76	0.495	0.265	0	1	0	0.892857142857143	-0.03	-1.84	0.0969774191366364	0.850867854484126	0.853420609953747	NA
HEADNECK	CDK8_ENSG00000132964	5	112	-0.575	0.85	0.745	0.105	0	2	0	1.78571428571429	-0.23	-1.11	-0.0193954474877886	0.417785927268582	0.419897071280328	NA
HEADNECK	CDK9_ENSG00000136807	5	112	-1.685	0.31	0.355	-0.045	0	0	0	0	0.07	-1.34	0.0525543229797689	0.713196637919154	0.71659836162719	NA
HEADNECK	CDKL1_ENSG00000100490	5	112	-2.8175	-0.81	-0.56	-0.25	0	3	0	2.67857142857143	-2.37	-4.34	-0.087472977740267	0.175228990660164	0.175863224111784	NA
HEADNECK	CDKL2_ENSG00000138769	5	112	-2.86625	0.33	-0.35	0.68	0	2	0	1.78571428571429	-0.41	-3.29	0.187620313330156	0.978141594887234	0.978246047457952	NA
HEADNECK	CDKL3_ENSG00000006837	5	112	-0.6	1.66	0.845	0.815	0	8	0	7.14285714285714	1.41	-2.33	0.31531825811828	0.99973275219995	0.999666528775485	NA
HEADNECK	CDKL4_ENSG00000205111	5	112	-3.59	-0.07	-0.905	0.835	0	2	0	1.78571428571429	-1.66	-5.49	0.122621469830278	0.906095726276321	0.907813747270185	NA
HEADNECK	CDKL5_ENSG00000008086	5	112	-2.23	-0.13	0.295	-0.425	0	2	0	1.78571428571429	-1.07	-4.18	-0.133886889220399	0.0750543965995126	0.0756054308676312	NA
HEADNECK	CDKN1A_ENSG00000124762	5	112	-0.335	0.63	1.055	-0.425	0	4	0	3.57142857142857	0.48	-0.63	-0.151406785583217	0.0515993735367204	0.0521919004489392	NA
HEADNECK	CDKN1B_ENSG00000111276	5	112	-2.385	0.08	-0.025	0.105	0	2	0	1.78571428571429	-1.37	-2.95	0.0669416888317032	0.763348672127173	0.766608177933576	NA
HEADNECK	CDKN1C_ENSG00000129757	5	112	-2.165	-0.27	-0.12	-0.15	0	6	0	5.35714285714286	-1.35	-4.05	-0.0719503143594442	0.220381441526681	0.221187129522211	NA
HEADNECK	CDKN2B_ENSG00000147883	5	112	-0.51	0.25	0.74	-0.49	0	1	0	0.892857142857143	-0.31	-0.57	-0.0832111672833385	0.186209635543659	0.186874392519981	NA
HEADNECK	CDKN2C_ENSG00000123080	5	112	-2.225	-0.32	0	-0.32	0	3	0	2.67857142857143	-0.98	-2.98	-0.0319078622487411	0.366356949262658	0.368088680270186	NA
HEADNECK	CDKN2D_ENSG00000129355	5	112	-3.725	-1.07	-1.105	0.0349999999999999	0	4	0	3.57142857142857	-2	-8.33	0.0237741292702236	0.600418886725837	0.603645128468803	NA
HEADNECK	CERK_ENSG00000100422	5	112	-1.295	0.65	0.385	0.265	0	2	0	1.78571428571429	0.25	-1.63	0.130132807402959	0.919009934357592	0.920480583269449	NA
HEADNECK	CHEK1_ENSG00000149554	5	112	-9.06	-3.66	-3.205	-0.455	0	10	0	8.92857142857143	-4	-14.1	0.0731960017139062	0.783564445979455	0.786717405147094	NA
HEADNECK	CHEK2_ENSG00000183765	5	112	-0.775	0.51	0.495	0.015	0	3	0	2.67857142857143	-0.62	-1.71	0.025651755085441	0.60816219884664	0.611417845002971	NA
HEADNECK	CHKA_ENSG00000110721	5	112	-3.255	-1.69	-1.01	-0.68	0	4	0	3.57142857142857	-2.39	-4.14	-0.069726311740371	0.228514348007394	0.229366780171438	NA
HEADNECK	CHKB_ENSG00000100288	5	112	-0.815	0.36	0.76	-0.4	0	2	0	1.78571428571429	-0.3	-2.56	-0.0963512167947059	0.150704940941193	0.151271387934643	NA
HEADNECK	CHUK_ENSG00000213341	5	112	-1.655	0.29	0.155	0.135	0	0	0	0	-0.43	-1.46	0.0694461333937775	0.771564358993911	0.77478432799752	NA
HEADNECK	CIB2_ENSG00000136425	5	112	-3.855	0.18	-0.87	1.05	0	3	0	2.67857142857143	-1.88	-5.97	0.151399978055752	0.948392787090182	0.949222969938854	NA
HEADNECK	CIT_ENSG00000122966	5	112	-4.605	-1.53	-1.33	-0.2	0	6	0	5.35714285714286	-3.96	-12.13	0.0281531521887243	0.618412117028201	0.621703142597618	NA
HEADNECK	CKB_ENSG00000166165	5	112	-0.48	1.19	0.77	0.42	0	2	0	1.78571428571429	-0.03	-0.98	0.0669519746427895	0.763382738941985	0.766642407638495	NA
HEADNECK	CKM_ENSG00000104879	5	112	-2.1825	-0.44	-0.07	-0.37	0	1	0	0.892857142857143	-0.67	-3.51	-0.0209178935221113	0.411815562203746	0.413900836804934	NA
HEADNECK	CKMT1B_ENSG00000237289	5	112	-2.74	-1.17	-0.565	-0.605	1	1	20	0.892857142857143	-4.06	-3.65	-0.0907152027711661	0.165349439732457	0.165949864293543	NA
HEADNECK	CKMT2_ENSG00000131730	5	112	-2.555	0.04	-0.24	0.28	0	1	0	0.892857142857143	-1.62	-3.74	0.0857119923689641	0.82091434381292	0.823784608436696	NA
HEADNECK	CKS1B_ENSG00000173207	5	112	-1.06	0.64	0.25	0.39	0	5	0	4.46428571428571	0.14	-1.7	0.106985586065958	0.874536340795912	0.876773629053804	NA
HEADNECK	CKS2_ENSG00000123975	5	112	-0.0600000000000001	0.93	0.97	-0.0399999999999999	0	1	0	0.892857142857143	0.48	-0.18	0.0231501424401906	0.597836754025588	0.601052934684664	NA
HEADNECK	CLK1_ENSG00000013441	5	112	-0.795	0.16	0.645	-0.485	0	1	0	0.892857142857143	-0.08	-1.13	-0.0782061308110141	0.20097859382665	0.201699168653515	NA
HEADNECK	CLK2_ENSG00000261893	5	112	-0.765	1.02	0.695	0.325	0	1	0	0.892857142857143	0.5	-0.92	0.188941410226529	0.979334086251801	0.979409328192578	NA
HEADNECK	CLK3_ENSG00000179335	5	112	-3.595	-0.95	-0.975	0.025	1	2	20	1.78571428571429	-5.06	-4.56	-0.0300301415186266	0.373949620667862	0.37573702703219	NA
HEADNECK	CLK4_ENSG00000113240	5	112	-2.72125	0.41	-0.24	0.65	0	1	0	0.892857142857143	-1.2	-3.09	0.142618711288207	0.93664855890538	0.937756887975961	NA
HEADNECK	COASY_ENSG00000068120	5	112	-5.07	-0.71	-1.4	0.69	0	2	0	1.78571428571429	-4.85	-8.23	0.0608493634798383	0.741789428472387	0.745159337888758	NA
HEADNECK	COL4A3BP_ENSG00000113163	5	112	-1.53	0.6	0.22	0.38	1	5	20	4.46428571428571	-1.82	-7.23	0.0109187606019178	0.546100407532705	0.549119919919273	NA
